image_name,front_page,name,description,standard
1(8).jpg,1(1).jpg,雜畫,"本册有山水畫四幀、人物畫三幀、花卉畫五幀。其中第九幀署“丁酉”款，雖然不能以此斷定其餘十一幀作品的創作時間，但本册歷來被認爲是石濤早年的作品。
這十二幀作品各有風致，或白描勾勒，或兼工帶寫，細觀之，可略窺石濤早年稚嫩筆法。如第八幀，人物、小艇較爲拘謹，似乎是從畫譜刻本臨摹所得。從書法而論，第四、八、九、十二幀筆力較爲生澀，不及第一幀流暢、嫺熟。畫中尚未見石濤日後所擅長的“澹色圖之”的痕迹。
畫面多處題跋透露了石濤在武昌時期的部分行踪—“小塔寺”（在今江夏）、“開先之龍壇石上”（在今廬山）、“武昌之鶴樓”、“岳陽夜艇”等。本圖藏于廣東省博物館、上海博物館、故宫博物院和武漢博物館。",TRUE
1(9).jpg,1(1).jpg,雜畫,"本册有山水畫四幀、人物畫三幀、花卉畫五幀。其中第九幀署“丁酉”款，雖然不能以此斷定其餘十一幀作品的創作時間，但本册歷來被認爲是石濤早年的作品。
這十二幀作品各有風致，或白描勾勒，或兼工帶寫，細觀之，可略窺石濤早年稚嫩筆法。如第八幀，人物、小艇較爲拘謹，似乎是從畫譜刻本臨摹所得。從書法而論，第四、八、九、十二幀筆力較爲生澀，不及第一幀流暢、嫺熟。畫中尚未見石濤日後所擅長的“澹色圖之”的痕迹。
畫面多處題跋透露了石濤在武昌時期的部分行踪—“小塔寺”（在今江夏）、“開先之龍壇石上”（在今廬山）、“武昌之鶴樓”、“岳陽夜艇”等。本圖藏于廣東省博物館、上海博物館、故宫博物院和武漢博物館。",TRUE
103.jpg,103.jpg,雲山圖,"本圖繪於康熙四十一年，烟雲浮動，元氣氤氲，虚實相生，倏忽飄逸，爲石濤晚年之作。
畫作整體以没骨、澹色之法，在偏熟的紙上勾寫、渲染而成。畫中白雲以留白的方式呈現，中部以下略作勾繪。山體以淡墨勾皴，復以濃墨横向皴擦，脈絡清晰，又以淡墨沖濃墨，或以濃墨醒淡墨，墨中有色，色不礙墨。畫面既蒼且潤，氤氲靈動。這顯然與宋元以來以水墨點皴見長的米氏雲山之傳統迥然有别。而細密的松針和精緻的屋宇，又與概括的畫面形成强烈對比。畫幅上方的兩處楷書長跋反映了石濤的繪畫思想，是其《畫語録》之外畫與論合一的更爲生動的詮釋。本圖藏于故宫博物院。",TRUE
109.jpg,109.jpg,高睨摩空圖,本圖入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于四川博物院。,FALSE
110.jpg,110.jpg,送春圖,本圖入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于四川博物院。,FALSE
117.jpg,117.jpg,重九山水圖,本圖藏于大都會博物館。,TRUE
118.jpg,118.jpg,梅竹圖,"據題跋可知，本圖繪於康熙四十五年，爲石濤去世前一年所作。然而，題跋中所提《梅花吟》六首時至今日已難覓其墨迹。
《清湘老人題記》亦著録本圖題詩，署款相同，並有“吴山亭上花枝好”“怕看人間鏡裏花”“何處笛聲霄漢來”七律三首，附注“《甘泉山梅花》”，似與《梅花吟》六首有關。而《清湘老人題記》所録《寫梅》十首中有十餘處字句與本圖稍有出入。
本圖中竹、梅從右下向左上負勢伸展，整體呈左傾之勢，而梅幹、梅枝又於局部向右回環，平衡了構圖。竹子用筆爽利，梅枝筆觸蒼渾，淡墨畫梅，濃墨畫竹，濃淡結合，剛柔相濟。明清之際，“梅竹雙清”作爲繪畫主題之一，頗得文人雅士之青睞。本圖藏于上海中國畫院、靈岩山寺、上海博物館、故宫博物院、重慶中國三峽博物館、清華大學藝術博物館和杭州名人紀念館（唐雲藝術館）。",FALSE
119.jpg,119.jpg,爲蒼牧作山水,本圖入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于上海博物館。,TRUE
121.jpg,121.jpg,爲遠聞作山水,本圖入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于上海博物館。,TRUE
127(1).jpg,127(1).jpg,揭鉢圖,"據署款“一枝下”可知，本圖是石濤繪於南京長干寺一枝閣的作品。又據圖後杜乘跋中“余神往者十年，今兹癸酉之六月，復觀於吴山亭上”數語可知，本圖繪於康熙二十二年左右。
本圖變化多端，技法精湛，將場景置於山水之間，頗具己意。因此，有研究者認爲本圖可與其另一件白描名作《十六應真圖》（大都會博物館藏）相媲美。
題畫者杜乘乃石濤好友，字書載，號木劍老人。在石濤《雙清閣圖》（故宫博物院藏）卷後亦可見其題跋。另有著録表明，康熙三十二年立冬日，杜氏曾爲石濤山水小景作跋，其中述及石濤南還之後的生活情形。本圖藏于波士頓藝術博物館。",TRUE
127(1)(1).jpg,127(1).jpg,揭鉢圖,"據署款“一枝下”可知，本圖是石濤繪於南京長干寺一枝閣的作品。又據圖後杜乘跋中“余神往者十年，今兹癸酉之六月，復觀於吴山亭上”數語可知，本圖繪於康熙二十二年左右。
本圖變化多端，技法精湛，將場景置於山水之間，頗具己意。因此，有研究者認爲本圖可與其另一件白描名作《十六應真圖》（大都會博物館藏）相媲美。
題畫者杜乘乃石濤好友，字書載，號木劍老人。在石濤《雙清閣圖》（故宫博物院藏）卷後亦可見其題跋。另有著録表明，康熙三十二年立冬日，杜氏曾爲石濤山水小景作跋，其中述及石濤南還之後的生活情形。本圖藏于波士頓藝術博物館。",TRUE
127(1)(2).jpg,127(1).jpg,揭鉢圖,"據署款“一枝下”可知，本圖是石濤繪於南京長干寺一枝閣的作品。又據圖後杜乘跋中“余神往者十年，今兹癸酉之六月，復觀於吴山亭上”數語可知，本圖繪於康熙二十二年左右。
本圖變化多端，技法精湛，將場景置於山水之間，頗具己意。因此，有研究者認爲本圖可與其另一件白描名作《十六應真圖》（大都會博物館藏）相媲美。
題畫者杜乘乃石濤好友，字書載，號木劍老人。在石濤《雙清閣圖》（故宫博物院藏）卷後亦可見其題跋。另有著録表明，康熙三十二年立冬日，杜氏曾爲石濤山水小景作跋，其中述及石濤南還之後的生活情形。本圖藏于波士頓藝術博物館。",TRUE
12.jpg,12.jpg,觀音圖,本圖入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于上海博物館。,FALSE
132.jpg,132.jpg,風雨竹神圖,本圖藏于大都會博物館。,TRUE
133(1).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(10).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(11).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(12).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(13).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(14).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(15).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(16).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(17).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(18).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(19).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(2).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(20).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(21).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(22).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(23).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(24).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(3).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(4).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(5).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
133(6).jpg,133(1).jpg,歸去來圖,"本册又名“歸棹”，未署年款，有研究者根據款印及畫風認爲，繪於康熙三十四年至三十五年間（—），時石濤客居儀徵。
全册共十二開，每開書畫並葉，左書右畫。其中山水、花卉各六開，二者交替出現，當是石濤有意爲之。册中畫面簡潔疏朗，筆墨灑脱。對題書法主要參以鍾繇、倪瓚二體，間有自家行書、隸法。本册書畫風格統一，内容上語圖互文，相互生發；形式上圖文並陳，又各自獨立，避免了在畫上題詩受空間限制的問題，靈活多變又和諧統一，顯示出石濤的精思巧運。本圖藏于大都會博物館和瑞特保格博物館。",TRUE
